uid,area,gerente,fecha,banda,calificacion,salario,seguro,vales
G08175,Hardware,Edwardo Hardrick  ,40637,Banda 16,2,16328.7,1143.009,1959.444
G-7713,Software,Mayme Gorney  ,40749,Banda 15,3,9399,845.91,187.98
R-7515,Assembly,Shannan Dingess  ,40646,Banda 17,2,20132.1,1207.926,2415.852
A-7384,Assembly,Kelley Bonenfant  ,42221,Banda 15,3,11957,717.42,956.56
L-7425,Assembly,Gaylord Damian  ,41287,Banda 15,2,7819.2,625.536,1016.496
R-8387,Hardware,Mayra Stead  ,42180,Banda 17,3,23126,1850.08,925.04
A-8221,Software,Alysia Thaxton  ,40913,Banda 15,3,9159,824.31,274.77
L-7591,Assembly,Kelley Bonenfant  ,40814,Banda 16,3,17627,1057.62,352.54
G08084,Software,Marinda Skelley  ,42601,Banda 16,2,15008.4,750.42,600.336
L08017,Assembly,Edwardo Hardrick  ,40798,Banda 15,2,8252.1,660.168,660.168
R07305,Hardware,Roosevelt Saleem  ,42998,Banda 16,3,14236,1423.6,1708.32
A07338,Assembly,Elayne Gauger  ,42433,Banda 15,2,8552.7,598.689,256.581
A-8145,Software,Porsche Lockamy  ,42967,Banda 17,3,25374,2029.92,507.48
L08284,Assembly,Kandace Navin  ,42451,Banda 16,5,24586.25,1966.9,3442.075
G-7322,Administration,Heide Kardos  ,40846,Banda 18,2,38324.7,3449.223,3832.47
L-8175,Assembly,Oneida Cosio  ,42405,Banda 16,4,16841,1178.87,1852.51
R-8224,Software,Idell Ding  ,41058,Banda 17,4,30627.3,1837.638,3675.276
R07851,Hardware,Willian Lahr  ,42594,Banda 15,2,11583.9,810.873,1274.229
G-8471,Administration,Mayra Stead  ,42318,Banda 17,3,32205,2576.4,3220.5
G-8185,Software,Noble Portis  ,42819,Banda 20,4,72135.8,5049.506,8656.296
A-7706,Hardware,Davina Farraj  ,40557,Banda 15,3,11228,673.68,673.68
R-8002,Hardware,Justa Boer  ,41795,Banda 15,3,11483,803.81,918.64
A07681,Software,Graciela Hufford  ,41076,Banda 15,2,11388.6,569.43,1252.746
R07641,Assembly,Tanner Cambridge  ,42077,Banda 16,3,20410,1020.5,1428.7
A07688,Software,Shonta Stefan  ,41102,Banda 15,3,9275,649.25,556.5
R08125,Assembly,Coreen Washer  ,42437,Banda 17,3,28218,1693.08,2821.8
R-7954,Assembly,Noble Portis  ,42241,Banda 18,3,45104,2706.24,1804.16
L08078,Software,Willian Lahr  ,40835,Banda 16,3,16636,1497.24,1996.32
G07526,Assembly,Shonta Stefan  ,40693,Banda 19,3,56291,4503.28,2251.64
G-8089,Software,Porsche Lockamy  ,41986,Banda 16,2,16945.2,1355.616,1525.068
G07919,Assembly,Kandace Navin  ,41436,Banda 19,4,49434,3460.38,6920.76
A-8341,Marketing,Nena Custis  ,42886,Banda 15,2,10084.5,1008.45,1310.985
R08273,Software,Pandora Chang  ,40577,Banda 19,3,56680,2834,5668
R-8004,Marketing,Kristan Botelho  ,42554,Banda 15,2,12780.9,1022.472,1405.899
R07762,Software,Edyth Judkins  ,40573,Banda 15,4,12280.4,1228.04,614.02
R07349,Software,Noble Portis  ,40950,Banda 17,2,22932.9,2063.961,2981.277
G08394,Recursos Humanos,Lyla Falzone  ,41271,Banda 15,5,18942.5,1325.975,1894.25
A-7895,Software,Valeria Boothby  ,42009,Banda 15,3,11178,558.9,111.78
A07500,Assembly,Candelaria Loya  ,41810,Banda 17,4,26089.8,1826.286,1304.49
G-7904,Assembly,Sha Desimone  ,42893,Banda 16,3,18249,1642.41,2007.39
R-8189,Hardware,Elma Matheney  ,41058,Banda 15,2,9110.7,455.535,1275.498
L-7451,Assembly,Justa Boer  ,41028,Banda 15,2,13845.6,692.28,415.368
G07873,Assembly,Pandora Chang  ,41679,Banda 15,2,7841.7,392.085,784.17
R-8407,Assembly,Oneida Cosio  ,42792,Banda 15,4,17009.3,1360.744,510.279
G-7892,Hardware,Erich Gattis  ,40537,Banda 16,2,17868.6,1429.488,1608.174
A-7300,Software,Sandy Mcgrady  ,42884,Banda 17,3,32834,3283.4,4925.1
G-8466,Assembly,Roosevelt Saleem  ,42901,Banda 16,3,17698,1592.82,2123.76
R-8317,Business Services,Jeane Putney  ,40764,Banda 15,4,15394.5,1231.56,1385.505
G07794,Software,Cristopher Stroble  ,40860,Banda 16,4,16601.2,1162.084,996.072
R-8381,Software,Sha Desimone  ,41014,Banda 16,5,21922.5,2192.25,3069.15
L-7581,Hardware,Lindsey Eckel  ,41357,Banda 16,2,18247.5,912.375,2372.175
L07450,Software,Jordon Deschamp  ,42339,Banda 15,2,10919.7,982.773,545.985
R07676,Assembly,Jeane Putney  ,40651,Banda 15,4,10436.8,1043.68,834.944
R07854,Hardware,Sandy Mcgrady  ,41161,Banda 15,4,10363.1,518.155,207.262
A07696,Software,Johnette Chapple  ,41872,Banda 15,2,7296.3,729.63,656.667
A-8423,Assembly,Kimi Witter  ,42798,Banda 17,2,25442.1,2289.789,2035.368
R-8352,Assembly,Elton Verrier  ,42334,Banda 17,4,23269.4,2326.94,930.776
L-7862,Software,Pandora Chang  ,42988,Banda 18,4,39604.4,1980.22,1584.176
R07305,Software,Krystyna Summerlin  ,42269,Banda 16,4,24396.9,2439.69,3659.535
R-8410,Software,Gemma Percell  ,41097,Banda 15,3,10501,1050.1,1050.1
R-8063,Assembly,Gaylord Damian  ,41401,Banda 15,4,12369.5,989.56,989.56
R07310,Hardware,Margurite Everton  ,42394,Banda 15,3,14374,1149.92,1149.92
A-7808,Software,Sterling Huston  ,40905,Banda 17,3,32699,2615.92,1961.94
R08275,Software,Tanner Cambridge  ,40991,Banda 15,4,8826.4,794.376,1059.168
G-8103,Software,Willian Lahr  ,40620,Banda 15,4,9089.3,545.358,1272.502
A07454,Hardware,Shonta Stefan  ,42919,Banda 15,2,10812.6,756.882,1405.638
G07692,Hardware,Shonta Stefan  ,42646,Banda 15,1,10027.5,601.65,300.825
G08181,Software,Sterling Huston  ,41997,Banda 16,2,18963.9,1896.39,1706.751
A-8159,Hardware,Sterling Huston  ,42145,Banda 15,3,10154,710.78,609.24
L07696,Software,Oneida Cosio  ,42045,Banda 18,3,31970,1918.2,959.1
A-7631,Assembly,Jeni Buchman  ,42155,Banda 15,3,13612,1225.08,816.72
G07400,Software,Quinn Coller  ,42918,Banda 16,5,24768.75,1486.125,1238.4375
R07775,Software,Tomoko Vierra  ,42004,Banda 15,4,16340.5,1470.645,1634.05
G08157,Software,Jeane Putney  ,43036,Banda 15,2,13527,1352.7,811.62
R-7862,Administration,Audrie Ehlert  ,40779,Banda 15,3,14710,735.5,1471
G08310,Software,Jeane Putney  ,40538,Banda 17,1,16092.75,804.6375,804.6375
G07399,Assembly,Emmy Trader  ,42770,Banda 15,3,9978,698.46,1396.92
A07735,Administration,Graciela Hufford  ,41549,Banda 17,4,25936.9,1556.214,2593.69
G-8039,Hardware,Graciela Hufford  ,41847,Banda 19,4,67743.5,5419.48,9484.09
L07837,Recursos Humanos,Ladawn Karner  ,41669,Banda 16,4,25108.6,1255.43,3013.032
R-8044,Hardware,Geraldo Marty  ,42603,Banda 16,3,18504,1480.32,2775.6
L-7409,Software,Sandy Mcgrady  ,42713,Banda 15,4,10397.2,831.776,311.916
G-7881,Business Services,Charisse Weist  ,41324,Banda 16,4,23502.6,2350.26,1645.182
L07964,Administration,Clara Lamas  ,42740,Banda 15,1,9325.5,652.785,1119.06
L-8308,Hardware,Valeria Boothby  ,40830,Banda 16,4,23392.6,1169.63,2339.26
L-8318,Business Services,Kelley Bonenfant  ,41789,Banda 15,3,14710,1471,1176.8
G-8329,Software,Margurite Everton  ,42108,Banda 16,3,17826,1426.08,891.3
G-7566,Marketing,Geraldo Marty  ,41561,Banda 15,3,15374,922.44,922.44
R-7380,Hardware,Quinn Coller  ,42620,Banda 16,2,19245.6,1924.56,1924.56
R07901,Software,Margareta Schwing  ,42935,Banda 18,3,43946,4394.6,6152.44
R-7699,Assembly,Sandy Mcgrady  ,42152,Banda 20,3,114700,8029,8029
A-8326,Assembly,Elton Verrier  ,41154,Banda 19,5,57580,4606.4,575.8
L07988,Hardware,Lourie Ealy  ,42320,Banda 16,3,18874,1132.44,2076.14
A07560,Recursos Humanos,Tomoko Vierra  ,42483,Banda 15,3,12262,735.72,858.34
A-7887,Marketing,January Heslop  ,40798,Banda 15,5,19308.75,965.4375,1158.525
G08427,Hardware,Johnette Chapple  ,40960,Banda 15,2,10067.4,805.392,1107.414
L-7948,Assembly,Gerente,43026,Banda 20,2,107030.7,8562.456,1070.307
R-7394,Recursos Humanos,Nathalie Boettcher  ,41082,Banda 15,3,15429,1388.61,1234.32
L-8281,Software,Gerente,42859,Banda 16,3,19214,1921.4,1921.4
G07557,Hardware,Elayne Gauger  ,42743,Banda 16,3,14529,871.74,290.58
A-7483,Administration,Henry Maberry  ,42604,Banda 15,3,12657,1012.56,1898.55
R08397,Hardware,Quinn Coller  ,41776,Banda 19,2,38759.4,2325.564,5813.91
L08237,Assembly,Nena Custis  ,41642,Banda 17,4,31695.4,3169.54,316.954
G07936,Assembly,Oneida Cosio  ,42424,Banda 15,2,12237.3,734.238,122.373
L-7534,Assembly,Herlinda Thorp  ,42625,Banda 18,2,31955.4,2875.986,639.108
G07366,Marketing,Idell Ding  ,40785,Banda 15,3,12987,1298.7,1688.31
A-8454,Hardware,Daysi Armas  ,41990,Banda 19,2,43051.5,4305.15,430.515
R-8447,Software,Kimberely Houtz  ,41299,Banda 20,4,84466.8,4223.34,10980.684
G07513,Hardware,Santa Brister  ,42369,Banda 15,2,7212.6,649.134,793.386
R07470,Business Services,Alysia Thaxton  ,40676,Banda 18,3,45264,4526.4,905.28
A07571,Software,Lynne Gainey  ,40780,Banda 15,4,9621.7,481.085,1058.387
G07967,Recursos Humanos,Edyth Judkins  ,41151,Banda 16,3,20822,1249.32,1457.54
G-7545,Assembly,Jeni Buchman  ,41718,Banda 16,2,14481,1158.48,2172.15
A08173,Recursos Humanos,Audrie Ehlert  ,41819,Banda 15,3,14052,1124.16,702.6
A-7950,Assembly,Sha Desimone  ,41134,Banda 15,2,11099.7,887.976,998.973
A-8203,Software,Elayne Gauger  ,42804,Banda 17,3,22739,1364.34,2046.51
R-7808,Hardware,Jeni Buchman  ,40526,Banda 15,3,10668,640.08,1493.52
A-7527,Marketing,Kristan Botelho  ,41699,Banda 16,1,11526,922.08,1728.9
A-8090,Administration,Graciela Hufford  ,40610,Banda 18,2,27735.3,2773.53,3050.883
L-7395,Software,Quinn Coller  ,41087,Banda 16,3,22722,2044.98,1590.54
L-7582,Marketing,Jayme Tolleson  ,42201,Banda 17,3,30924,2473.92,3401.64
A08478,Hardware,Lindsey Eckel  ,40937,Banda 16,4,23527.9,2117.511,3058.627
L-7714,Hardware,Nena Custis  ,42992,Banda 15,3,9170,458.5,1008.7
L08330,Hardware,Charisse Weist  ,41868,Banda 15,3,10062,1006.2,1207.44
A-8351,Recursos Humanos,Ladawn Karner  ,42933,Banda 17,4,29462.4,2651.616,1178.496
L-7627,Assembly,Shenika Lamont  ,41317,Banda 15,3,13631,1363.1,817.86
R-7818,Administration,Laverna Goble  ,42639,Banda 15,2,9732.6,875.934,486.63
A07341,Software,Mary Herb  ,41716,Banda 16,3,18531,1667.79,185.31
L08220,Software,Veola Frase  ,41993,Banda 15,2,12744,764.64,509.76
A-8123,Business Services,Susanna Vosburgh  ,41513,Banda 15,3,10886,870.88,326.58
A07875,Assembly,Ladawn Karner  ,41201,Banda 16,4,16551.7,1158.619,331.034
G07897,Software,Tanner Cambridge  ,42782,Banda 16,2,18652.5,1119.15,1119.15
R07420,Assembly,Nathalie Boettcher  ,40806,Banda 16,5,24297.5,2186.775,3401.65
G08302,Assembly,Margarete Sauer  ,42381,Banda 15,4,10030.9,702.163,401.236
A-8078,Software,Mayra Stead  ,41233,Banda 17,3,31316,1878.96,3757.92
A07608,Assembly,Edwardo Hardrick  ,42607,Banda 15,1,11117.25,1000.5525,1222.8975
R-8408,Assembly,Erich Gattis  ,41357,Banda 15,3,13317,665.85,932.19
R-7811,Software,Nelia Sellner  ,40836,Banda 15,3,11637,1163.7,232.74
A-7478,Hardware,Sha Desimone  ,42532,Banda 16,2,17158.5,857.925,1544.265
R-7630,Hardware,Juliet Pass  ,41102,Banda 16,4,16659.5,1166.165,166.595
R08157,Hardware,Sandy Faison  ,41125,Banda 15,4,10712.9,964.161,1178.419
R07652,Hardware,Margareta Schwing  ,41809,Banda 15,2,12684.6,1014.768,253.692
R-8119,Assembly,Brigida Arzate  ,42072,Banda 15,4,16452.7,822.635,1480.743
L08438,Assembly,Henry Maberry  ,41453,Banda 15,3,10789,1078.9,1186.79
R07890,Hardware,Johnette Chapple  ,42353,Banda 15,2,8133.3,813.33,406.665
R07345,Hardware,Pandora Chang  ,40520,Banda 15,3,10025,802,1203
R07438,Software,Oneida Cosio  ,41047,Banda 15,3,15494,774.7,2169.16
L-8333,Hardware,Adelia Monty  ,41314,Banda 20,2,92703.6,9270.36,4635.18
R-8435,Hardware,Ladawn Karner  ,42340,Banda 15,3,11528,576.4,1152.8
L07478,Software,Erich Gattis  ,42569,Banda 15,2,11143.8,668.628,1448.694
L07569,Marketing,Jayme Tolleson  ,42537,Banda 15,4,12448.7,1120.383,1120.383
A-8268,Software,Margareta Schwing  ,40999,Banda 15,3,13780,826.8,1240.2
A-7842,Assembly,Jeane Putney  ,42250,Banda 15,2,11439,915.12,114.39
R07447,Software,Henry Maberry  ,42637,Banda 15,1,8325,832.5,499.5
A-7557,Software,Laverna Goble  ,41365,Banda 15,4,12276,613.8,1350.36
A08415,Recursos Humanos,Noble Portis  ,41350,Banda 17,4,36258.2,2175.492,3625.82
R07768,Assembly,Lean Hersom  ,41551,Banda 15,3,9700,679,1164
R-7457,Business Services,Sandy Mcgrady  ,42997,Banda 15,4,16907,1352.56,1352.56
G08152,Software,Oneida Cosio  ,41641,Banda 15,1,11238.75,1011.4875,786.7125
G08167,Assembly,Frankie Koester  ,42928,Banda 15,3,10306,824.48,206.12
L-8037,Software,Laverna Goble  ,42857,Banda 15,3,14664,1026.48,1026.48
A08343,Assembly,Krystyna Summerlin  ,41979,Banda 15,3,12509,1000.72,125.09
A-7336,Assembly,Jordon Deschamp  ,42076,Banda 17,3,31696,3169.6,1584.8
L08172,Software,Mary Herb  ,41419,Banda 15,3,9056,815.04,90.56
G08312,Software,Lyla Falzone  ,41235,Banda 15,5,15170,1213.6,455.1
R07748,Software,Charisse Weist  ,42096,Banda 15,2,9691.2,872.208,387.648
G07821,Hardware,Sarai Darosa  ,42200,Banda 15,5,18297.5,1463.8,1829.75
A07322,Software,Audrie Ehlert  ,41811,Banda 17,5,33992.5,1699.625,5098.875
R08242,Assembly,Valeria Boothby  ,40937,Banda 15,4,12357.4,617.87,1853.61
A08179,Software,Edyth Judkins  ,42915,Banda 16,3,18264,1643.76,547.92
L-7610,Business Services,Nathalie Boettcher  ,40570,Banda 16,3,20022,1601.76,600.66
R08248,Assembly,Kristan Botelho  ,41826,Banda 15,4,12586.2,1258.62,1636.206
G07659,Software,Edwardo Hardrick  ,41894,Banda 16,3,21510,1075.5,2151
R08318,Software,Audrea Franke  ,42340,Banda 17,3,27469,2197.52,274.69
L-7479,Marketing,Tanner Cambridge  ,41260,Banda 15,2,12909.6,645.48,645.48
A07495,Software,Concepcion Sevin  ,41978,Banda 15,2,12645.9,758.754,1896.885
L07774,Software,Kimi Witter  ,42289,Banda 20,3,113971,9117.68,10257.39
A08122,Assembly,Veola Frase  ,40923,Banda 15,3,12785,1150.65,1662.05
A08114,Recursos Humanos,Kandace Navin  ,42566,Banda 16,3,20125,1610,201.25
L-8250,Software,Krystyna Summerlin  ,42890,Banda 18,5,48726.25,3410.8375,1949.05
L08389,Assembly,Earnest Anderton  ,42405,Banda 18,3,44651,2679.06,6251.14
G-8111,RESO,Candelaria Loya  ,41066,Banda 17,4,33734.8,2024.088,2024.088
L-8202,Software,Tomoko Vierra  ,40813,Banda 15,3,13345,1067.6,934.15
A-8139,Assembly,Kimi Witter  ,41445,Banda 15,3,9817,981.7,98.17
L08387,Software,Jayme Tolleson  ,42644,Banda 15,4,11765.6,1058.904,1647.184
G-7618,Software,Hanh Kohut  ,41203,Banda 16,4,21797.6,1525.832,1307.856
A-7777,Hardware,Valeria Boothby  ,42451,Banda 15,4,8808.8,880.88,704.704
R08140,Software,Saundra Smiddy  ,42341,Banda 17,4,27797,1667.82,3057.67
G-8244,Hardware,Gaylord Damian  ,41589,Banda 18,2,27348.3,2461.347,2461.347
L-7839,Assembly,Ileen Reynosa  ,41096,Banda 16,2,17733.6,1064.016,2660.04
L-8320,Recursos Humanos,Jeane Putney  ,42819,Banda 15,2,9050.4,724.032,543.024
L-7797,Assembly,Nena Custis  ,42159,Banda 17,2,29034,1742.04,4355.1
R07505,Software,Edwardo Hardrick  ,41782,Banda 15,1,6970.5,487.935,209.115
G-8461,Administration,Oneida Cosio  ,42020,Banda 15,3,9243,554.58,277.29
A07937,Recursos Humanos,Davina Farraj  ,40744,Banda 16,3,22470,1797.6,1348.2
L-7406,Software,Kimi Witter  ,41413,Banda 16,2,19075.5,1526.04,763.02
A-8370,Administration,Nelia Sellner  ,40547,Banda 15,2,13626,1362.6,1226.34
G07509,Recursos Humanos,Trudy Gaulding  ,40932,Banda 20,4,69569.5,4174.17,10435.425
G-7712,Hardware,Anastacia Delacruz  ,41215,Banda 15,3,10126,708.82,101.26
G08037,Assembly,Clara Lamas  ,41372,Banda 17,3,29104,2037.28,3492.48
R-7625,Hardware,Audrie Ehlert  ,40921,Banda 15,2,12907.8,645.39,1548.936
A07673,Recursos Humanos,Kristan Botelho  ,41047,Banda 15,4,9323.6,559.416,559.416
A08071,Software,Lourie Ealy  ,41088,Banda 17,3,27312,2731.2,3550.56
G-7739,Assembly,Earnest Anderton  ,42876,Banda 15,3,8249,577.43,824.9
G08226,Assembly,Quinn Coller  ,42601,Banda 15,3,9406,940.6,1222.78
R08458,Assembly,Margareta Schwing  ,41170,Banda 16,4,22779.9,1822.392,1366.794
R07797,Hardware,Willian Lahr  ,42008,Banda 15,4,14165.8,1416.58,424.974
L-8041,Hardware,Candelaria Loya  ,42008,Banda 17,3,27565,1653.9,1929.55
A-8058,Software,Kimi Witter  ,42502,Banda 16,2,16226.1,1622.61,811.305
R-7945,Recursos Humanos,Kimberely Houtz  ,42795,Banda 15,2,11390.4,797.328,341.712
R-8162,Software,Kandace Navin  ,42783,Banda 16,4,17542.8,877.14,1403.424
L07718,Assembly,Ladawn Karner  ,40981,Banda 15,4,11610.5,1044.945,348.315
L07696,Assembly,Lean Hersom  ,41569,Banda 15,3,8702,783.18,696.16
L-8188,Assembly,Quinn Coller  ,41675,Banda 16,3,20889,1462.23,208.89
G08346,Software,Lynne Gainey  ,42740,Banda 15,2,13035.6,651.78,521.424
A-7358,Business Services,Janene Wellman  ,40849,Banda 18,3,45075,3606,450.75
G-8419,Assembly,Tyrell Herrmann  ,41517,Banda 16,5,19832.5,1784.925,2776.55
R-8366,Hardware,Elton Verrier  ,42467,Banda 15,5,13845,692.25,415.35
L07497,Hardware,Audrie Ehlert  ,41186,Banda 16,4,25001.9,1750.133,1500.114
L-7324,Marketing,Nelia Sellner  ,41045,Banda 17,3,31205,2496.4,2184.35
L07771,Software,Hanh Kohut  ,41092,Banda 15,4,9644.8,771.584,1350.272
L08201,Marketing,Leontine Longacre  ,42225,Banda 15,3,9339,466.95,186.78
A-7346,Recursos Humanos,Gabrielle Merriman  ,42421,Banda 15,3,15200,1216,760
R-8418,Hardware,Kelley Bonenfant  ,41898,Banda 17,3,21481,2148.1,2148.1
A-8259,Software,Lean Hersom  ,41849,Banda 17,1,19034.25,1142.055,571.0275
G08126,Hardware,Elton Verrier  ,42044,Banda 16,3,17523,876.15,175.23
R-7960,Hardware,Lynne Gainey  ,41093,Banda 18,3,36496,3284.64,2919.68
A-8131,Software,Lynne Gainey  ,42688,Banda 15,2,11865.6,830.592,474.624
L07895,RESO,Mayra Stead  ,43012,Banda 15,2,9360,748.8,1216.8
L-7689,Hardware,Graciela Hufford  ,42361,Banda 15,2,13192.2,1055.376,1714.986
L-8303,Software,Sandy Mcgrady  ,41176,Banda 17,2,25976.7,2597.67,1298.835
L-8414,Recursos Humanos,Clara Lamas  ,42776,Banda 15,2,9481.5,568.89,474.075
R08143,Software,Trudy Gaulding  ,41635,Banda 15,3,8619,517.14,1034.28
L-7466,Hardware,Henry Maberry  ,42853,Banda 16,2,19376.1,1743.849,2712.654
G-7861,Software,Wade Landen  ,42488,Banda 18,3,37208,2604.56,5581.2
R08038,Marketing,Audrea Franke  ,40739,Banda 16,2,15615.9,1561.59,2030.067
G07808,Assembly,Nelia Sellner  ,40755,Banda 19,4,48351.6,2417.58,5802.192
R-7577,Software,Jayme Tolleson  ,42514,Banda 15,3,13833,691.65,276.66
L-7333,Marketing,Kimi Witter  ,40807,Banda 18,4,40999.2,2459.952,3689.928
G08059,Hardware,Kelley Bonenfant  ,42714,Banda 15,1,10137.75,608.265,608.265
G-8299,Assembly,Geraldo Marty  ,42812,Banda 16,4,18265.5,1643.895,2191.86
L07644,Hardware,Anastacia Delacruz  ,42082,Banda 17,4,30665.8,1533.29,613.316
G-8449,Marketing,Margarete Sauer  ,41475,Banda 15,3,8553,598.71,769.77
R08000,Hardware,Gabrielle Merriman  ,41265,Banda 17,3,23858,1670.06,238.58
G07999,RESO,Alysia Thaxton  ,41069,Banda 16,3,15824,1582.4,1265.92
R07957,Software,Veola Frase  ,41763,Banda 20,3,85265,5115.9,10231.8
G07687,Assembly,Daysi Armas  ,41172,Banda 15,3,8029,481.74,802.9
G-7649,Hardware,Idell Ding  ,41333,Banda 15,4,15871.9,1111.033,1587.19
G08235,Business Services,Margurite Everton  ,41668,Banda 15,1,6657.75,532.62,665.775
R-7439,Software,Gaylord Damian  ,41368,Banda 17,2,20213.1,2021.31,202.131
R-8168,Assembly,January Heslop  ,42570,Banda 15,3,15494,1549.4,929.64
G-7325,Hardware,January Heslop  ,41560,Banda 15,2,12721.5,1017.72,1399.365
G08492,Hardware,Earnest Anderton  ,42527,Banda 17,4,23105.5,1617.385,3465.825
L-8190,Software,Tyrell Herrmann  ,40727,Banda 15,4,14837.9,1187.032,1780.548
L08420,Assembly,Krystyna Summerlin  ,42475,Banda 16,4,15693.7,1098.559,627.748
L-8120,Hardware,Kimberely Houtz  ,41767,Banda 18,3,38864,1943.2,3109.12
L07950,Software,Johnette Chapple  ,42972,Banda 17,3,31192,3119.2,623.84
A07913,Software,Mary Herb  ,41551,Banda 15,3,14156,1415.6,1132.48
G-7500,Software,Tyrell Herrmann  ,42621,Banda 15,5,17361.25,1041.675,2256.9625
R07370,Software,Kimi Witter  ,41721,Banda 15,3,11462,802.34,1375.44
R07713,Assembly,Sarai Darosa  ,43008,Banda 16,3,20883,1879.47,1879.47
R-8206,Business Services,Aretha Newbern  ,42278,Banda 17,3,32156,2250.92,643.12
L07719,Recursos Humanos,Colene Apicella  ,42897,Banda 16,4,25133.9,2513.39,754.017
L-8347,Business Services,Herlinda Thorp  ,42448,Banda 15,4,12634.6,1263.46,631.73
R08366,Assembly,Edwardo Hardrick  ,41441,Banda 15,3,13733,1235.97,1922.62
G-7550,Hardware,Elma Matheney  ,42462,Banda 16,2,18333,1833.3,549.99
A-7320,Marketing,Tanner Cambridge  ,41032,Banda 15,2,11990.7,1079.163,1558.791
G-7683,Assembly,Frankie Koester  ,41742,Banda 15,2,7770.6,388.53,932.472
G-7314,Assembly,Marinda Skelley  ,41836,Banda 15,4,16970.8,1187.956,2036.496
R07840,Assembly,Charisse Weist  ,42317,Banda 15,2,8916.3,445.815,178.326
A07536,Administration,Porsche Lockamy  ,41053,Banda 17,2,26177.4,1832.418,3403.062
L07632,Recursos Humanos,Mary Herb  ,40527,Banda 16,3,15490,1549,2168.6
L-8293,Software,Margurite Everton  ,41524,Banda 15,3,15392,1385.28,2000.96
A-7972,Assembly,Brigida Arzate  ,42785,Banda 15,4,9892.3,494.615,197.846
R-7421,Software,Gaylord Damian  ,41191,Banda 15,2,9558.9,955.89,1051.479
G-7379,Hardware,Lindsey Eckel  ,40627,Banda 19,2,45261,4073.49,6336.54
A07686,Software,Marinda Skelley  ,42606,Banda 16,5,20530,2053,205.3
L07558,Hardware,Tomoko Vierra  ,42930,Banda 15,3,10572,951.48,1268.64
G07802,Hardware,Henry Maberry  ,40645,Banda 15,3,12339,987.12,1357.29
R-7466,Hardware,Gemma Percell  ,41095,Banda 17,2,25373.7,1268.685,761.211
A07918,Administration,Sterling Huston  ,41360,Banda 17,4,25804.9,2064.392,516.098
A07511,Hardware,Lyla Falzone  ,42866,Banda 15,2,7685.1,614.808,1075.914
R-7993,Administration,Elayne Gauger  ,42271,Banda 15,3,13323,932.61,1865.22
L08258,Assembly,Krystyna Summerlin  ,42057,Banda 15,2,11638.8,814.716,1047.492
A08300,Software,Kimberely Houtz  ,40967,Banda 15,4,13882,1388.2,1804.66
G-8236,Assembly,Lean Hersom  ,42795,Banda 16,2,17765.1,1243.557,1243.557
L-7650,Hardware,Jordon Deschamp  ,41919,Banda 15,5,11671.25,816.9875,1283.8375
L-7769,Assembly,Candelaria Loya  ,42765,Banda 15,2,9011.7,901.17,811.053
A07873,Hardware,Lourie Ealy  ,41898,Banda 15,3,11077,664.62,1329.24
R07985,Recursos Humanos,Graciela Hufford  ,40663,Banda 17,4,27137,2713.7,271.37
G08358,Hardware,Edwardo Hardrick  ,41437,Banda 15,2,8028,642.24,80.28
A-7438,Software,Nena Custis  ,40681,Banda 15,2,10395.9,831.672,935.631
L-7308,Assembly,Noble Portis  ,41538,Banda 17,3,27997,1399.85,1959.79
A-7961,Assembly,Frankie Koester  ,43021,Banda 16,4,24193.4,1451.604,1935.472
L-8142,Marketing,Johnette Chapple  ,42558,Banda 15,4,10976.9,987.921,1097.69
G-8042,Hardware,Jeane Putney  ,41042,Banda 15,3,10985,988.65,659.1
L07468,Administration,Margareta Schwing  ,41569,Banda 18,4,46928.2,2346.41,7039.23
