uid,area,gerente,fecha,banda,calificacion,salario,seguro
G08143,Ventas,Gemma Percell  ,2010-11-13,Banda 15,3,14803.0,1332.27
G08145,Business Services,Kelley Bonenfant  ,2014-05-30,Banda 15,3,14710.0,1471.0
G08147,Ventas,Tomoko Parente  ,2012-01-15,Banda 17,3,22664.0,2039.76
G08149,Hardware,Charisse Weist  ,2010-12-02,Banda 17,5,33501.25,2010.075
G08150,Software,Noble Portis  ,2012-02-11,Banda 17,2,22932.9,2063.9610000000002
G08151,Software,Noble Portis  ,2013-07-26,Banda 15,3,14145.0,848.7
G08152,Finanzas,Cristopher Stroble  ,2016-08-08,Banda 17,4,33598.4,1679.92
G08154,Hardware,Anastacia Delacruz  ,2012-11-02,Banda 15,3,10126.0,708.82
G08156,Assembly,Earnest Anderton  ,2017-05-21,Banda 15,3,8249.0,577.43
G08157,Assembly,Noble Portis  ,2013-09-22,Banda 15,2,10741.5,859.32
G08165,Hardware,January Heslop  ,2015-10-04,Banda 17,5,38265.0,3443.85
G08167,Software,Tyrell Herrmann  ,2014-10-11,Banda 16,4,22324.5,1116.225
G08169,Assembly,Elayne Gauger  ,2011-04-17,Banda 15,4,14124.0,847.44
G08170,Ventas,Aisha Fermin  ,2014-01-17,Banda 15,4,10158.5,1015.85
G08175,Ventas,Lean Hersom  ,2013-08-02,Banda 19,5,68577.5,4114.65
G08177,Assembly,Tanner Cambridge  ,2015-09-08,Banda 17,3,25210.0,2268.9
G08181,Software,Cristopher Stroble  ,2014-06-08,Banda 15,2,11474.1,803.187
G08183,Hardware,Trudy Gaulding  ,2010-11-29,Banda 17,3,24849.0,2484.9
G08184,Ventas,Ladawn Karner  ,2015-02-14,Banda 15,2,9444.6,755.568
G08185,Software,Frankie Koester  ,2013-06-16,Banda 17,5,32126.25,2570.1
G08186,Hardware,Veola Frase  ,2015-04-24,Banda 16,3,20255.0,1620.4
G08187,Software,Tanner Cambridge  ,2013-12-14,Banda 18,2,37529.1,3002.328
G08192,Ventas,Willian LaRH  ,2012-02-29,Banda 20,3,105259.0,9473.31
G08196,Business Services,Tomoko Vierra  ,2016-02-23,Banda 15,2,11517.3,575.865
G08200,Software,Oneida Cosio  ,2015-02-10,Banda 18,3,31970.0,1918.2
G08204,Ventas,Candelaria Loya  ,2013-10-12,Banda 15,4,9271.9,927.19
G08209,Software,Sarai Darosa  ,2016-06-08,Banda 15,2,11432.7,1028.943
G08212,Administration,Sha Desimone  ,2015-12-19,Banda 17,2,27323.1,1912.6170000000002
G08217,Administration,Hanh Kohut  ,2013-09-27,Banda 15,2,12210.3,1098.927
G08218,Business Services,Laverna Goble  ,2016-01-31,Banda 15,2,12166.2,1094.958
G08220,Hardware,Kandace Navin  ,2011-05-19,Banda 16,2,16833.6,1683.36
G08225,Software,Audrea Franke  ,2016-05-28,Banda 16,2,14540.4,727.02
G08226,Hardware,Lindsey Eckel  ,2012-06-08,Banda 15,4,16465.9,1152.613
G08229,Assembly,Frankie Koester  ,2011-12-10,Banda 18,5,43807.5,4380.75
G08234,Hardware,Jeni Buchman  ,2010-12-14,Banda 15,3,10668.0,640.08
G08235,Assembly,Lindsey Eckel  ,2011-12-29,Banda 15,4,10784.4,970.596
G08237,Hardware,Krystyna Summerlin  ,2012-06-25,Banda 15,4,11282.7,1015.443
G08244,Ventas,Gabrielle Merriman  ,2011-05-27,Banda 15,4,14393.5,1295.415
G08247,Administration,Margareta Schwing  ,2010-11-23,Banda 18,2,39620.7,1981.035
G08254,Ventas,Nelia Sellner  ,2012-11-01,Banda 15,3,10000.0,1000.0
G08261,Ventas,Lourie Ealy  ,2013-12-17,Banda 15,3,8034.0,803.4
G08263,Business Services,Janene Wellman  ,2011-11-02,Banda 18,3,45075.0,3606.0
G08265,Finanzas,Idell Ding  ,2013-08-21,Banda 17,2,19692.9,1969.29
G08266,Ventas,Cristopher Stroble  ,2014-12-16,Banda 15,4,14733.4,1031.338
G08269,Finanzas,Kimi Witter  ,2011-04-18,Banda 15,3,12023.0,1082.07
G08276,Hardware,Janene Wellman  ,2010-12-18,Banda 15,5,13480.0,943.6
G08283,Marketing,Jeni Buchman  ,2012-11-15,Banda 15,4,9639.3,481.965
G08284,Ventas,Sterling Huston  ,2011-06-18,Banda 15,3,15347.0,920.82
G08291,Hardware,Jayme Tolleson  ,2014-02-16,Banda 15,5,10317.5,722.225
G08293,Assembly,Daysi Armas  ,2010-11-09,Banda 16,3,17830.0,1426.4
G08295,Assembly,Susanna Vosburgh  ,2013-01-03,Banda 17,2,22354.2,1564.7939999999999
G08296,Assembly,Elton Verrier  ,2015-11-26,Banda 17,4,23269.4,2326.94
G08298,Finanzas,Marinda Skelley  ,2016-12-06,Banda 15,1,10330.5,1033.05
G08302,Recursos Humanos,Edyth Judkins  ,2012-08-30,Banda 16,3,20822.0,1249.32
G08304,RESO,Audrie Ehlert  ,2016-03-30,Banda 15,4,14746.6,884.796
G08306,Assembly,Elma Matheney  ,2015-05-04,Banda 15,3,10813.0,756.91
G08307,Assembly,Emmy Trader  ,2012-05-10,Banda 15,3,12930.0,905.1
G08310,Ventas,Enrique KeRHer  ,2013-06-14,Banda 15,2,12688.2,761.2919999999999
G08312,Hardware,Lean Hersom  ,2015-07-16,Banda 15,2,12029.4,1082.646
G08313,Finanzas,Tanner Cambridge  ,2015-12-19,Banda 15,2,9352.8,654.696
G08320,Gerencia,Tanner Cambridge  ,2015-01-27,Banda 16,4,19200.5,1536.04
G08322,Assembly,Lynne Gainey  ,2011-03-08,Banda 17,3,22965.0,1607.55
G08324,Administration,Mayra Stead  ,2017-06-06,Banda 15,5,12535.0,877.45
G08325,Ventas,Gabrielle Merriman  ,2017-01-23,Banda 15,2,9267.3,741.3839999999999
G08329,Assembly,Adelia Monty  ,2013-08-15,Banda 15,4,9307.1,930.71
G08334,Assembly,Tanner Cambridge  ,2010-12-12,Banda 17,4,29417.3,2353.384
G08336,Assembly,Gemma Percell  ,2011-01-14,Banda 15,2,10185.3,611.118
G08341,Software,Sarai Darosa  ,2012-06-09,Banda 16,5,19262.5,1155.75
G08342,Hardware,Juliet Pass  ,2017-10-22,Banda 15,4,12849.1,770.946
G08343,Software,Ileen Reynosa  ,2017-08-18,Banda 17,1,19097.25,954.8625
G08346,Assembly,Frankie Koester  ,2017-07-12,Banda 15,3,10306.0,824.48
G08347,Finanzas,Edwardo Hardrick  ,2016-11-30,Banda 18,4,33805.2,2028.3120000000001
G08349,Finanzas,Ladawn Karner  ,2011-12-09,Banda 15,3,13350.0,667.5
G08352,Hardware,Saundra Smiddy  ,2010-11-21,Banda 15,3,12629.0,631.45
G08353,Assembly,Jeane Putney  ,2015-09-09,Banda 18,2,27954.0,1956.78
G08355,Assembly,Elma Matheney  ,2016-04-08,Banda 18,3,40941.0,2047.05
G08358,Recursos Humanos,Edwardo Hardrick  ,2012-09-30,Banda 16,3,15255.0,915.3
G08359,Software,Tyrell Herrmann  ,2012-09-21,Banda 17,4,28651.7,2865.17
G08360,Finanzas,Lourie Ealy  ,2017-09-25,Banda 20,3,99786.0,8980.74
G08364,Software,Leontine Longacre  ,2017-06-25,Banda 17,4,31263.1,1563.155
G08370,Administration,Henry Maberry  ,2017-05-17,Banda 15,2,8076.6,484.596
G08372,RESO,Concepcion Sevin  ,2013-03-31,Banda 17,2,25467.3,1528.0379999999998
G08375,Software,Erich Gattis  ,2014-09-17,Banda 16,5,24786.25,1982.9
G08379,Hardware,Jordon Deschamp  ,2014-10-07,Banda 15,5,11671.25,816.9875
G08385,Assembly,Mayme Gorney  ,2017-02-09,Banda 17,3,23520.0,1176.0
G08391,Software,Lean Hersom  ,2014-11-16,Banda 16,3,21862.0,1530.34
G08394,Assembly,Hanh Kohut  ,2012-09-30,Banda 15,4,16212.9,1297.032
G08395,Ventas,Lindsey Eckel  ,2014-12-06,Banda 15,3,12266.0,613.3
G08396,Marketing,Santa Brister  ,2016-07-28,Banda 15,3,14795.0,1331.55
G08399,Hardware,Marinda Skelley  ,2015-11-10,Banda 15,2,12133.8,1213.38
G08400,Ventas,Ladawn Karner  ,2016-12-05,Banda 15,2,13914.9,1113.192
G08401,Finanzas,Nathalie Boettcher  ,2017-06-26,Banda 16,4,19519.5,1366.365
G08402,Hardware,Nelia Sellner  ,2017-07-11,Banda 16,3,17220.0,1205.4
G08407,Ventas,Lindsey Eckel  ,2016-08-31,Banda 15,3,11450.0,1145.0
G08411,Hardware,Lyla Falzone  ,2012-05-28,Banda 17,4,33530.2,3353.02
G08413,Hardware,Kelley Bonenfant  ,2016-03-07,Banda 15,3,8141.0,732.69
G08414,Marketing,Lynne Gainey  ,2015-03-09,Banda 17,2,26693.1,1601.586
G08418,Software,Earnest Anderton  ,2014-05-21,Banda 15,2,9179.1,917.91
G08419,Administration,Idell Ding  ,2015-03-25,Banda 16,4,23194.6,1855.568
G08420,Assembly,Sha Desimone  ,2014-08-17,Banda 15,2,9286.2,557.172
G08423,Software,Graciela Hufford  ,2012-06-16,Banda 15,2,11388.6,569.43
G08424,Software,Kimberely Houtz  ,2011-05-18,Banda 15,3,15432.0,1543.2
G08427,Assembly,Jeni Buchman  ,2010-12-20,Banda 15,5,10157.5,711.025
G08428,Finanzas,Edyth Judkins  ,2011-05-01,Banda 18,4,39006.0,3120.48
G08432,Hardware,Lean Hersom  ,2016-10-16,Banda 16,2,16455.6,987.336
G08441,Hardware,Lean Hersom  ,2014-06-13,Banda 20,3,82309.0,5761.63
G08444,Assembly,Sarai Darosa  ,2017-09-30,Banda 16,3,20883.0,1879.47
G08449,Software,Tyrell Herrmann  ,2013-10-10,Banda 18,3,37067.0,1853.35
G08450,Hardware,Tanner Cambridge  ,2013-04-14,Banda 15,3,10289.0,720.23
G08451,Recursos Humanos,Clara Lamas  ,2017-02-10,Banda 15,2,9481.5,568.89
G08452,Hardware,Lean Hersom  ,2015-10-26,Banda 15,5,14958.75,897.525
G08455,Recursos Humanos,Willian Lahr  ,2014-12-15,Banda 16,4,25198.8,2015.904
G08456,Software,Lindsey Eckel  ,2017-01-31,Banda 15,5,10931.25,1093.125
G08460,Software,Clara Lamas  ,2014-04-02,Banda 17,3,23444.0,2109.96
G08461,Recursos Humanos,Anastacia Delacruz  ,2015-04-05,Banda 15,3,11078.0,1107.8
G08464,Software,Della Muniz  ,2017-10-12,Banda 16,3,20912.0,1045.6
G08465,Hardware,Nena Custis  ,2016-06-01,Banda 15,3,11669.0,1166.9
G08467,Business Services,Anastacia Delacruz  ,2011-10-31,Banda 18,4,44049.5,2202.475
G08472,Assembly,Willian Lahr  ,2016-11-02,Banda 17,1,24462.75,2446.275
G08475,Finanzas,Gemma Percell  ,2015-10-18,Banda 15,5,16586.25,995.175
G08476,Hardware,Lindsey Eckel  ,2017-03-31,Banda 16,2,16178.4,808.92
G08479,Assembly,Willian Lahr  ,2012-01-16,Banda 15,5,17961.25,1257.2875
G08480,Assembly,Elayne Gauger  ,2017-02-28,Banda 15,4,11539.0,1038.51
G08484,Software,Susanna Vosburgh  ,2017-06-17,Banda 15,2,7248.6,652.374
G08490,Assembly,Nelia Sellner  ,2017-07-08,Banda 15,4,13369.4,1069.552
G08492,Gerencia,Wade Landen  ,2011-09-26,Banda 17,3,31397.0,2825.73
G08494,Hardware,Davina Farraj  ,2011-04-11,Banda 17,2,20518.2,2051.82
G08496,Gerencia,Adelia Monty  ,2015-01-15,Banda 16,4,21990.1,1319.406
G08499,Ventas,Hanh Kohut  ,2012-09-13,Banda 17,3,28503.0,1425.15
G08500,Ventas,Krystyna Summerlin  ,2011-10-19,Banda 16,4,17642.9,1235.003
G-7308,Ventas,Nathalie Boettcher  ,2017-08-02,Banda 15,4,13259.4,662.97
G-7311,Software,Graciela Hufford  ,2013-07-10,Banda 15,4,13312.2,1064.976
G-7314,Administration,Hanh Kohut  ,2013-06-14,Banda 15,2,8262.9,743.6610000000001
G-7315,Hardware,Coreen Washer  ,2013-11-15,Banda 15,4,10535.8,737.5060000000001
G-7317,Software,Aisha Fermin  ,2011-05-30,Banda 15,1,7344.75,587.58
G-7319,Software,Emmy Trader  ,2011-03-19,Banda 16,2,15708.6,942.5160000000001
G-7321,Assembly,Mayra Stead  ,2010-11-16,Banda 15,4,11808.5,1180.85
G-7322,Assembly,Nelia Sellner  ,2015-08-18,Banda 17,3,23344.0,1400.64
G-7325,RESO,Tomoko Vierra  ,2015-01-24,Banda 16,4,24999.7,2249.973
G-7327,Business Services,Jordon Deschamp  ,2014-01-17,Banda 16,2,14809.5,1184.76
G-7328,Business Services,Kristan Botelho  ,2016-12-18,Banda 15,4,13660.9,819.654
G-7332,Finanzas,Audrie Ehlert  ,2017-01-08,Banda 15,3,11593.0,695.58
G-7340,Software,Edyth Judkins  ,2017-08-21,Banda 15,4,15902.7,1431.243
G-7341,Hardware,Edwardo Hardrick  ,2014-01-17,Banda 15,2,8843.4,795.9060000000001
G-7346,Hardware,Shenika Lamont  ,2015-11-02,Banda 15,4,16299.8,1629.98
G-7348,Assembly,Elma Matheney  ,2013-06-09,Banda 17,1,22517.25,1351.035
G-7349,Assembly,Kelley Bonenfant  ,2011-02-08,Banda 17,3,22486.0,1349.16
G-7357,Assembly,Susanna Vosburgh  ,2014-01-06,Banda 15,3,12670.0,1140.3
G-7361,Finanzas,Heide Kardos  ,2014-06-18,Banda 15,2,8280.9,662.472
G-7366,Ventas,Adalberto Mcferrin  ,2013-09-16,Banda 17,5,38598.75,3087.9
G-7372,Assembly,Shonta Stefan  ,2011-05-30,Banda 19,3,56291.0,4503.28
G-7379,Hardware,Graciela Hufford  ,2014-07-06,Banda 15,3,11776.0,1177.6
G-7386,Hardware,Kandace Navin  ,2013-07-14,Banda 16,1,15900.75,795.0375
G-7391,Ventas,Della Muniz  ,2016-09-25,Banda 15,5,15346.25,920.775
G-7395,Ventas,Tanner Cambridge  ,2013-10-25,Banda 16,3,15999.0,1439.91
G-7398,Assembly,Jeni Buchman  ,2013-12-16,Banda 16,3,20310.0,2031.0
G-7399,Administration,Graciela Hufford  ,2011-03-08,Banda 18,2,27735.3,2773.53
G-7402,Assembly,Shonta Stefan  ,2011-12-26,Banda 16,3,20243.0,1417.01
G-7414,Ventas,Wade Landen  ,2012-06-14,Banda 15,4,9402.8,564.168
G-7415,Marketing,Leontine Longacre  ,2015-08-09,Banda 15,3,9339.0,466.95
G-7419,Ventas,Susanna Vosburgh  ,2013-08-04,Banda 18,5,51185.0,5118.5
G-7423,Ventas,Aretha Newbern  ,2011-03-04,Banda 15,2,12744.9,764.694
G-7427,Software,Concepcion Sevin  ,2014-11-12,Banda 15,5,16511.25,1320.9
G-7429,Hardware,Emmy Trader  ,2017-02-10,Banda 17,3,30359.0,2125.13
G-7439,Gerencia,Alysia Thaxton  ,2013-11-26,Banda 15,3,11959.0,597.95
G-7443,Recursos Humanos,Davina Farraj  ,2017-07-22,Banda 15,3,14819.0,1185.52
G-7445,Finanzas,Earnest Anderton  ,2014-04-17,Banda 18,4,34981.1,1749.055
G-7446,Software,Lyla Falzone  ,2017-06-09,Banda 18,4,47267.0,3781.36
G-7450,Hardware,Sandy Faison  ,2016-05-22,Banda 16,3,22056.0,1764.48
G-7454,Assembly,Shenika Lamont  ,2016-01-21,Banda 15,3,9699.0,969.9
G-7455,Ventas,Oneida Cosio  ,2016-12-05,Banda 15,1,9478.5,663.495
G-7457,Business Services,Alysia Thaxton  ,2011-05-13,Banda 18,3,45264.0,4526.4
G-7465,Assembly,Geraldo Marty  ,2017-10-17,Banda 15,2,13320.0,1198.8
G-7466,Software,Juliet Pass  ,2012-09-11,Banda 16,3,20624.0,1031.2
G-7468,Software,Ileen Reynosa  ,2014-04-08,Banda 16,5,23006.25,2070.5625
G-7472,Software,Herlinda Thorp  ,2016-05-19,Banda 16,2,14925.6,746.28
G-7474,Assembly,Shannan Dingess  ,2010-11-19,Banda 16,1,16269.75,813.4875
G-7477,Assembly,Adelia Monty  ,2012-09-23,Banda 15,3,13826.0,967.82
G-7480,Hardware,Idell Ding  ,2017-09-13,Banda 20,3,106487.0,9583.83
G-7482,Hardware,Daysi Armas  ,2016-03-18,Banda 15,2,10874.7,761.2289999999999
G-7487,Assembly,Graciela Hufford  ,2017-09-08,Banda 15,3,9042.0,452.1
G-7492,Assembly,Lynne Gainey  ,2016-10-29,Banda 15,2,9401.4,470.07
G-7493,Ventas,Kandace Navin  ,2012-04-28,Banda 15,4,12278.2,1227.82
G-7494,Software,Leontine Longacre  ,2017-05-22,Banda 15,4,11877.8,950.2239999999999
G-7497,Software,Audrea Franke  ,2016-12-03,Banda 17,4,34834.8,2438.436
G-7500,Administration,Santa Brister  ,2016-02-29,Banda 16,3,16258.0,1138.06
G-7513,Software,Davina Farraj  ,2017-09-17,Banda 15,3,13858.0,692.9
G-7515,Ventas,Mayme Gorney  ,2011-04-21,Banda 17,3,23332.0,1399.92
G-7516,Hardware,Trudy Gaulding  ,2011-11-21,Banda 18,4,40056.5,2403.39
G-7522,Ventas,Juliet Pass  ,2012-12-10,Banda 16,3,18641.0,1304.87
G-7532,Assembly,Margarete Sauer  ,2015-03-30,Banda 16,2,17156.7,1029.402
G-7535,Software,Nena Custis  ,2011-01-18,Banda 16,4,15801.5,1422.135
G-7541,Software,Adelia Monty  ,2017-08-26,Banda 20,3,78407.0,5488.49
G-7542,Hardware,Trudy Gaulding  ,2016-02-23,Banda 15,4,9454.5,756.36
G-7545,Hardware,Juliet Pass  ,2013-08-06,Banda 16,3,22477.0,1573.39
G-7546,Finanzas,Sha Desimone  ,2014-10-17,Banda 17,4,31216.9,3121.69
G-7550,Software,Lyla Falzone  ,2012-11-22,Banda 15,5,15170.0,1213.6
G-7551,Hardware,Kimi Witter  ,2017-03-28,Banda 17,2,27339.3,1913.751
G-7552,Software,Ladawn Karner  ,2017-05-06,Banda 15,4,14056.9,702.845
G-7554,Assembly,Kimi Witter  ,2015-04-26,Banda 15,4,12432.2,1118.8980000000001
G-7557,Marketing,Daysi Armas  ,2014-08-02,Banda 15,3,9532.0,571.92
G-7559,Assembly,Wade Landen  ,2017-10-06,Banda 15,2,7272.9,363.645
G-7565,Hardware,Margareta Schwing  ,2014-06-19,Banda 15,2,12684.6,1014.768
G-7566,Software,Oneida Cosio  ,2015-08-11,Banda 15,5,13281.25,664.0625
G-7569,Assembly,Sha Desimone  ,2017-06-07,Banda 16,3,18249.0,1642.41
G-7570,Finanzas,Erich Gattis  ,2016-01-22,Banda 15,4,15271.3,763.565
G-7571,Administration,Clara Lamas  ,2017-06-09,Banda 18,5,50763.75,5076.375
G-7574,Assembly,Charisse Weist  ,2012-11-24,Banda 16,3,18852.0,1885.2
G-7575,Administration,Adalberto Mcferrin  ,2016-02-17,Banda 19,3,56208.0,5620.8
G-7578,Software,January Heslop  ,2016-01-08,Banda 17,2,27120.6,2169.6479999999997
G-7579,Software,Kimi Witter  ,2014-06-21,Banda 15,2,9655.2,482.76
G-7590,Hardware,Jordon Deschamp  ,2011-07-23,Banda 15,4,11260.7,563.035
G-7591,Hardware,Leontine Longacre  ,2011-04-22,Banda 15,3,10797.0,647.82
G-7593,Software,Adalberto Mcferrin  ,2013-08-25,Banda 15,2,9442.8,849.852
G-7594,Administration,Jeane Putney  ,2014-04-09,Banda 18,3,36704.0,3303.36
G-7595,Finanzas,Audrea Franke  ,2013-06-24,Banda 16,2,18693.9,1869.39
G-7596,Software,Lean Hersom  ,2015-11-07,Banda 15,4,11317.9,1131.79
G-7600,Administration,Ileen Reynosa  ,2015-07-15,Banda 17,4,31857.1,1911.4260000000002
G-7602,Software,Brigida Arzate  ,2017-08-25,Banda 17,3,21736.0,1956.24
G-7604,Hardware,Roosevelt Saleem  ,2012-06-05,Banda 16,5,26257.5,1838.025
G-7611,Gerencia,Kimberely Houtz  ,2015-03-14,Banda 15,5,18256.25,1460.5
G-7614,Ventas,Tanner Cambridge  ,2017-11-05,Banda 18,4,47939.1,2396.955
G-7616,Software,Jayme Tolleson  ,2012-10-31,Banda 15,4,15829.0,791.45
G-7618,Assembly,Willian Lahr  ,2013-03-22,Banda 17,4,27977.4,2517.966
G-7626,Hardware,Saundra Smiddy  ,2011-03-31,Banda 15,4,9856.0,689.92
G-7629,Assembly,Valeria Boothby  ,2013-08-27,Banda 15,4,12885.4,1030.8319999999999
G-7630,Assembly,Enrique Kehrer  ,2012-11-02,Banda 16,4,17169.9,1545.2910000000002
G-7632,Software,Anastacia Delacruz  ,2014-07-19,Banda 17,2,23373.0,1402.38
G-7634,Administration,Aisha Fermin  ,2012-07-25,Banda 15,3,11558.0,1155.8
G-7643,Software,Audrie Ehlert  ,2012-01-08,Banda 19,2,38447.1,2306.826
G-7645,Hardware,Aisha Fermin  ,2014-06-29,Banda 15,3,10792.0,647.52
G-7646,Assembly,Jayme Tolleson  ,2012-08-20,Banda 16,3,17416.0,1393.28
G-7647,Assembly,Ileen Reynosa  ,2012-07-06,Banda 16,2,17733.6,1064.016
G-7649,Ventas,Audrie Ehlert  ,2017-04-16,Banda 15,3,15043.0,1203.44
G-7656,Assembly,Shenika Lamont  ,2013-02-12,Banda 15,3,13631.0,1363.1
G-7662,Finanzas,Herlinda Thorp  ,2012-11-06,Banda 19,4,49333.9,3453.373
G-7665,Ventas,Henry Maberry  ,2012-10-20,Banda 15,5,10418.75,937.6875
G-7666,Software,Margareta Schwing  ,2017-07-20,Banda 15,3,9926.0,496.3
G-7667,Finanzas,Alysia Thaxton  ,2014-08-25,Banda 18,5,55415.0,4987.35
G-7670,Hardware,Janene Wellman  ,2014-04-17,Banda 15,2,11126.7,667.602
G-7672,Software,Herlinda Thorp  ,2017-09-24,Banda 15,2,13261.5,795.69
G-7673,Assembly,Kimi Witter  ,2013-06-20,Banda 15,3,9817.0,981.7
G-7675,RESO,Mary Herb  ,2013-01-26,Banda 17,4,23104.4,1155.22
G-7679,Ventas,Frankie Koester  ,2017-03-28,Banda 18,2,27344.7,1914.129
G-7683,Hardware,Mayra Stead  ,2010-11-27,Banda 16,4,18489.9,1109.394
G-7685,Software,Kimberely Houtz  ,2014-10-20,Banda 18,3,34105.0,1705.25
G-7689,Marketing,Ileen Reynosa  ,2014-02-11,Banda 15,2,10710.9,535.545
G-7696,Hardware,Edyth Judkins  ,2014-06-01,Banda 16,4,22045.1,1984.059
G-7699,Finanzas,Daysi Armas  ,2017-02-15,Banda 17,2,28933.2,2893.32
G-7701,Software,Valeria Boothby  ,2016-11-01,Banda 15,3,14048.0,1264.32
G-7702,Finanzas,Kelley Bonenfant  ,2017-03-18,Banda 17,4,26737.7,2406.393
G-7703,Ventas,Margareta Schwing  ,2016-06-10,Banda 15,3,12996.0,649.8
G-7706,Assembly,Sha Desimone  ,2011-02-15,Banda 15,1,11015.25,550.7625
G-7707,Assembly,Quinn Coller  ,2016-04-13,Banda 15,3,12834.0,641.7
G-7712,Hardware,Candelaria Loya  ,2014-01-09,Banda 15,3,10286.0,514.3
G-7713,Hardware,Shannan Dingess  ,2010-12-22,Banda 15,3,9053.0,814.77
G-7718,Finanzas,Trudy Gaulding  ,2011-02-19,Banda 15,3,8089.0,647.12
G-7722,Administration,Gerente,2011-01-31,Banda 15,2,9143.1,457.155
G-7727,Finanzas,Alysia Thaxton  ,2013-04-25,Banda 15,2,10798.2,971.8380000000001
G-7728,Hardware,Pandora Chang  ,2010-12-08,Banda 15,3,10025.0,802.0
G-7732,Software,Charisse Weist  ,2012-02-26,Banda 17,2,29616.3,2073.141
G-7736,Assembly,Lynne Gainey  ,2016-10-21,Banda 15,3,8734.0,524.04
G-7738,Assembly,Davina Farraj  ,2013-01-29,Banda 15,2,9597.6,863.784
G-7739,Business Services,Santa Brister  ,2013-10-22,Banda 16,2,17345.7,867.285
G-7740,Administration,Mayra Stead  ,2015-11-10,Banda 17,3,32205.0,2576.4
G-7741,Marketing,Margarete Sauer  ,2017-10-09,Banda 17,2,22883.4,2059.506
G-7746,Software,Margurite Everton  ,2012-07-31,Banda 15,2,9415.8,564.948
G-7749,Assembly,Erich Gattis  ,2016-08-10,Banda 15,4,11842.6,592.13
G-7750,Hardware,Margurite Everton  ,2017-03-04,Banda 15,3,8003.0,720.27
G-7756,Ventas,January Heslop  ,2015-01-30,Banda 15,3,14670.0,733.5
G-7757,Marketing,Juliet Pass  ,2011-03-18,Banda 15,5,14203.75,1136.3
G-7760,Assembly,Henry Maberry  ,2012-07-12,Banda 15,4,15895.0,1112.65
G-7762,Hardware,Pandora Chang  ,2015-03-25,Banda 16,5,19853.75,1588.3
G-7766,Assembly,Jayme Tolleson  ,2012-03-20,Banda 16,4,17178.7,1030.722
G-7767,Assembly,Lyla Falzone  ,2012-11-17,Banda 18,3,34892.0,2791.36
G-7770,Assembly,Edwardo Hardrick  ,2017-10-13,Banda 17,2,20028.6,2002.86
G-7773,Recursos Humanos,Pandora Chang  ,2010-12-31,Banda 17,5,30471.25,1828.275
G-7777,Hardware,Davina Farraj  ,2016-08-01,Banda 15,3,14801.0,1480.1
G-7783,Assembly,Wade Landen  ,2015-02-04,Banda 16,3,18704.0,1309.28
G-7784,Assembly,Earnest Anderton  ,2017-07-04,Banda 16,3,22977.0,2067.93
G-7785,Software,Jordon Deschamp  ,2013-04-21,Banda 16,2,18376.2,918.81
G-7786,Business Services,Wade Landen  ,2013-01-31,Banda 20,3,63408.0,4438.56
G-7792,Software,Emmy Trader  ,2015-08-13,Banda 15,3,15191.0,759.55
G-7793,Software,Aretha Newbern  ,2011-06-20,Banda 15,2,10620.0,955.8
G-7794,Assembly,Valeria Boothby  ,2015-05-13,Banda 15,3,13368.0,935.76
G-7795,Hardware,Gabrielle Merriman  ,2013-03-25,Banda 15,3,14159.0,707.95
G-7797,Software,Leontine Longacre  ,2014-05-03,Banda 16,2,16533.9,1157.373
G-7799,Software,Santa Brister  ,2017-05-18,Banda 15,2,8650.8,692.064
G-7801,Hardware,Erich Gattis  ,2011-10-30,Banda 16,5,19450.0,972.5
G-7806,Assembly,Juliet Pass  ,2011-03-04,Banda 15,2,10493.1,734.5169999999999
G-7809,Marketing,Frankie Koester  ,2013-01-24,Banda 18,2,32891.4,1973.484
G-7815,Recursos Humanos,Sarai Darosa  ,2017-08-08,Banda 15,2,10476.0,838.08
G-7822,Hardware,Elma Matheney  ,2011-07-31,Banda 18,3,42541.0,2127.05
G-7823,Software,Lyla Falzone  ,2016-07-18,Banda 15,3,9878.0,987.8
G-7824,Software,Justa Boer  ,2012-01-21,Banda 15,1,8604.75,602.3325
G-7825,Hardware,Audrie Ehlert  ,2012-01-13,Banda 15,2,12907.8,645.39
G-7826,Hardware,Susanna Vosburgh  ,2013-03-31,Banda 20,2,55903.5,3913.245
G-7828,Finanzas,Wade Landen  ,2011-07-22,Banda 15,4,14260.4,855.6239999999999
G-7831,Assembly,Henry Maberry  ,2010-12-01,Banda 18,2,39385.8,1969.29
G-7832,Assembly,Earnest Anderton  ,2014-02-21,Banda 16,4,18617.5,930.875
G-7833,Software,Geraldo Marty  ,2015-05-02,Banda 16,2,14904.0,894.24
G-7835,Business Services,Nathalie Boettcher  ,2011-01-27,Banda 16,3,20022.0,1601.76
G-7837,Software,Sterling Huston  ,2017-02-13,Banda 18,1,24327.0,1216.35
G-7840,Finanzas,Mayra Stead  ,2017-05-29,Banda 16,2,13788.9,1241.001
G-7842,Marketing,Concepcion Sevin  ,2014-07-16,Banda 15,3,15124.0,756.2
G-7844,Hardware,Johnette Chapple  ,2015-10-27,Banda 16,2,13297.5,930.825
G-7846,Ventas,Aisha Fermin  ,2016-10-13,Banda 15,5,10055.0,502.75
G-7853,Finanzas,Edyth Judkins  ,2015-08-18,Banda 16,3,20300.0,1218.0
G-7861,Software,Shannan Dingess  ,2011-08-08,Banda 16,5,26987.5,2428.875
